N_A,N_B,r_Z_A,r_Z_B,C_SS1,r_A_SS1,r_B_SS1,p_SS1toACL_A,p_SS1toRef_A,p_SS1toACL_B,p_SS1toRef_B,r_A_ACL,r_B_ACL,r_A_SS2,r_B_SS2,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Uss1,Uss1_low,Uss1_up,Uacl,Uacl_low,Uacl_up,Uss2,Uss2_low,Uss2_up,sim_time_sec
0,25,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,193.74450941370003,189.41535139635258,198.07366743104748,0.0,0.0,0.0,193.74450941370003,189.41535139635258,198.07366743104748,0.12860306105073363,0.12616913625685713,0.13113273853832122,0.0,0.0,0.0,0.12860306105073363,0.12616913625685713,0.13113273853832122,0.19289793113583745,0.18754938633680054,0.19824647593487435,0.96991434618832,0.9531265014743576,0.9867021909022823,0.8260927482289693,0.8081562362345691,0.8440292602233694,13.980051040649414
9,16,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,255.57294367168677,248.59882961983251,262.54705772354106,379.4827717252213,369.4648826279163,389.5006608225263,217.9328556012074,214.0477014853425,221.8180097170723,0.097852124658623,0.09501725362141644,0.1008613564266395,0.024038735892178108,0.02343484462233454,0.024674573674299354,0.07321340425726285,0.07193801326428308,0.07453483436208674,0.592085213184347,0.5746919724418967,0.6094784539267973,0.880479434514848,0.8597787075124949,0.9011801615172012,0.9798723881671128,0.9600598183257731,0.9996849580084524,21.67477822303772
4,21,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,220.07322218222617,215.0525752773795,225.09386908707285,299.50985333229613,292.8090909442265,306.21061572036575,209.2972298797741,204.61650964551853,213.97795011402968,0.11398376188266836,0.11095441322505259,0.11718317211636341,0.013356074434804159,0.012969085452373177,0.013766868746161166,0.10039372852055244,0.09845568993374643,0.10240959729720524,0.416590024621674,0.4046254987940817,0.42855455044926627,0.9374616848323885,0.9183341033424529,0.956589266322324,0.9354775600664202,0.9120850073283763,0.9588701128044642,22.612097024917603
7,18,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,239.27085955344273,234.7706292087292,243.77108989815628,346.3400444425753,338.2977459480988,354.38234293705176,214.47436470054686,210.2035197000303,218.7452097010634,0.10453632883950417,0.10267709819941066,0.10646413340715132,0.020143484657222314,0.019609141721457005,0.020707764723775758,0.08390793959160237,0.08238553397752842,0.08548766969708968,0.5310397133413669,0.5210325537918346,0.5410468728908993,0.895977206775104,0.8696971414661215,0.9222572720840864,0.9688032867158106,0.9481327261600859,0.9894738472715353,23.17129111289978
8,17,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,248.06802191936302,242.31318954912086,253.82285428960517,355.411787107265,347.29690531397586,363.52666890055417,219.32991374950245,212.91893603857497,225.74089146042994,0.10083645059157868,0.0981915811494689,0.10362774756093256,0.02250799406929255,0.02198120710318709,0.02306065025077512,0.07816743511402145,0.07675231498025614,0.07963571796500947,0.5687639055042303,0.5547558780011314,0.5827719330073292,0.8860695517371974,0.8604746974829621,0.9116644059914326,0.9813198843875998,0.9657172104089772,0.9969225583662223,24.12441921234131
6,19,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,231.6509452757095,226.9924555790683,236.3094349723507,329.88078814166784,322.78725091278255,336.9743253705531,212.09236897856206,208.46788997451816,215.71684798260597,0.10787170933777891,0.10489394937995235,0.11102347608327508,0.01827513040951257,0.017748939916776573,0.018833473310418576,0.08968762104506423,0.08785328041500609,0.09160019573742291,0.4967666406033838,0.48210546266045096,0.5114278185463167,0.9194882112526866,0.8970704927118257,0.9419059297935476,0.9612948744273874,0.9433116561921133,0.9792780926626614,24.63754892349243
5,20,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,224.21610566646805,219.57083755878622,228.86137377414988,317.1707805381672,308.5785010323278,325.76306004400664,209.85629072415057,206.2354226524644,213.47715879583674,0.11111095720837841,0.10865316546325475,0.11368251549625999,0.015697399481799993,0.015337577022537175,0.016074510540851652,0.09492873542308711,0.09300886531553282,0.09692953520214485,0.4566254550738396,0.4444633478230136,0.4687875623246656,0.9294904537911399,0.9090607263643312,0.9499201812179486,0.9575908868136445,0.9344365754909089,0.9807451981363801,25.52740502357483
10,15,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,265.81566725026875,258.9785650437574,272.6527694567801,390.8892562356883,381.217955157477,400.56055731389966,220.27499221743622,215.29601411639788,225.25397031847456,0.09378151054680219,0.09140139929231733,0.09628889314746926,0.025976451094671036,0.02527671313416592,0.026716033927046034,0.06813212826216256,0.06670826773629739,0.06961809791588064,0.6188746096222217,0.60685476504078,0.6308944542036635,0.8547268752427427,0.8300357710717904,0.879417979413695,0.9890305169783685,0.9723972516637576,1.0056637822929795,20.19033718109131
14,11,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,311.2509071167492,304.2615784286354,318.240235804863,436.80253268608413,424.9276175762972,448.67744779587105,226.3045551668835,221.88662488255852,230.72248545120846,0.08036637267239415,0.07877425950787426,0.08202417005143074,0.03221734775939212,0.0313200283489156,0.03316760013688661,0.048687685343141655,0.04769629000203628,0.04972116898053807,0.7027998613122212,0.6876624393345286,0.7179372832899137,0.803934573675371,0.7873433632496012,0.8205257841011409,0.9979309835230264,0.9848919180685899,1.0109700489774631,12.975438117980957
11,14,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.4,0.6,0.6,0.4,0.05,0.2,0.03125,0.23529411764705882,278.4081122104092,272.0545799592878,284.7616444615305,400.83785812159994,393.0659967803401,408.6097194628598,225.38548669581849,221.0519875357394,229.71898585589756,0.08941203102888057,0.08746702012217376,0.09144551196714797,0.02743544705477823,0.026878215696411557,0.028016272271395738,0.062213500194622476,0.061025382308583814,0.06344880018782288,0.6491370724097665,0.6296955323031982,0.6685786125163348,0.838184157565388,0.8197764964720308,0.8565918186587452,0.9916754040097708,0.9778599818613726,1.0054908261581692,18.46134877204895
