N_A,N_B,r_Z_A,r_Z_B,C_SS1,r_A_SS1,r_B_SS1,p_SS1toACL_A,p_SS1toRef_A,p_SS1toACL_B,p_SS1toRef_B,r_A_ACL,r_B_ACL,r_A_SS2,r_B_SS2,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Uss1,Uss1_low,Uss1_up,Uacl,Uacl_low,Uacl_up,Uss2,Uss2_low,Uss2_up,sim_time_sec
0,25,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,101.51266210372354,99.82963018298597,103.19569402446112,0.0,0.0,0.0,101.51266210372354,99.82963018298597,103.19569402446112,0.24572722947454648,0.238984745851473,0.2528612101918285,0.0,0.0,0.0,0.24572722947454648,0.238984745851473,0.2528612101918285,0.16442062740278504,0.16008169142778203,0.16875956337778805,0.13537856500239487,0.1313231902997103,0.13943393970507945,0.11722839640977899,0.11381152252316169,0.12064527029639628,9.039703130722046
8,17,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,153.42761381021836,149.98415089679622,156.8710767236405,2539.2188144235733,2480.803722635199,2597.6339062119478,105.71060070526492,102.55266121397878,108.86854019655107,0.16285343450296502,0.15957345751175894,0.1662710787727679,0.0031475751142582076,0.003082661610665009,0.0032152812717106656,0.15995788444888498,0.15702287195113077,0.16300470716183116,0.4877760079343582,0.4737799566514541,0.5017720592172623,0.6607077439500147,0.6436508292576667,0.6777646586423628,0.9831226235502524,0.9699337718671112,0.9963114752333936,28.89410376548767
4,21,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,121.76932492437457,119.29637102353895,124.24227882521019,1432.7872483633764,1404.7429672971366,1460.8315294296162,104.0411165003965,101.22378620728736,106.85844679350564,0.20438742868705284,0.19943143277109113,0.20959602098141814,0.002790867275967997,0.0027360584623020903,0.002847916840365185,0.20178070311246607,0.19686344338471642,0.20694990265761118,0.46505713888627565,0.45315260904898447,0.4769616687235668,0.6123680780097326,0.5974811737824781,0.6272549822369871,0.8960358863962032,0.8758426847340605,0.916229088058346,36.98710775375366
1,24,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,105.54024670671322,103.71240212833783,107.36809128508861,691.2509694427737,672.1449234984262,710.3570153871211,102.06260311222333,99.97695371400184,104.14825251044482,0.2362206100664185,0.23317837228604535,0.23934328033282617,0.00144665258235531,0.0014077428368255546,0.0014877743847191928,0.23409780812237269,0.2277832317296341,0.24077247046008687,0.3322712688246972,0.3248356253457912,0.3397069123036032,0.38723891230617435,0.37617913562942384,0.39829868898292486,0.5299142668604733,0.5199558344797216,0.5398726992412249,37.51203632354736
9,16,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,162.74900584600076,158.2614069257962,167.23660476620532,2824.665475968843,2763.8795348094536,2885.4514171282326,106.85729051182128,105.12823040964673,108.58635061399582,0.15316651960658528,0.15080669026310342,0.15560137639754376,0.0031790817412881336,0.003108716785082732,0.003252705850705964,0.1499568579279921,0.14591204139505937,0.1542323202750089,0.4803859877111188,0.4671109463178271,0.49366102910441045,0.6578453238931692,0.6392426131127968,0.6764480346735415,0.9884939075207512,0.9741572973686355,1.0028305176728667,39.701324224472046
6,19,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,135.69373021437545,132.9731158637426,138.4143445650083,1974.3177864208449,1944.3025986364105,2004.3329742052792,105.12083229692935,103.41783813671886,106.82382645713984,0.18370048025340932,0.18078863614253624,0.18670765817404117,0.003055148086005204,0.0029965314567032717,0.0031161037274518547,0.18083133089037284,0.177832686695901,0.18393283682591513,0.4853749781773435,0.47352778575770726,0.4972221705969797,0.640947198094023,0.6250543283832772,0.6568400678047688,0.9635670712955811,0.9360630714918313,0.9910710710993308,40.19679403305054
10,15,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,175.11425142322057,170.05578823481372,180.1727146116274,3172.1160031400123,3077.8571011960034,3266.374905084021,107.42262432287211,105.61984514047981,109.22540350526441,0.14248588830949324,0.14015178398490255,0.14489905423215327,0.003206790901435649,0.0031732960604498126,0.003241000376434436,0.1394221412984505,0.1367926288856466,0.14215472727887668,0.48162969565748026,0.4707519326105533,0.4925074587044072,0.644326771033351,0.6302876575510392,0.6583658845156628,0.9941344551366987,0.9812048181284196,1.0070640921449778,34.614256143569946
7,18,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,143.7184727393005,140.21463976262783,147.22230571597316,2267.414851358572,2215.314018602989,2319.5156841141547,105.93570847350138,103.98569195500389,107.88572499199887,0.17318412174183564,0.16994054933913194,0.17655392033201958,0.0031245877669265573,0.003076574766261769,0.003174123106187192,0.16993332337447167,0.16674490400808373,0.17324605475549146,0.4838315487698704,0.4721413293399743,0.49552176819976645,0.6411033939924914,0.6225565649124654,0.6596502230725174,0.9779138787206715,0.9642889821419871,0.9915387752993559,48.08583092689514
5,20,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,128.62207352863626,126.08622666624055,131.15792039103198,1706.554869277171,1674.3577442053902,1738.751994348952,104.54907571650932,103.05570198816885,106.0424494448498,0.1946800276742693,0.19171052253165255,0.19774297260982573,0.0029201708732365947,0.0028698737804936842,0.0029722624179973414,0.19162541990387574,0.1886036113687315,0.19474563600574957,0.47705943129789724,0.46432893221736443,0.48978993037843005,0.6312857661073374,0.6159128907385,0.6466586414761749,0.9337784247647438,0.9090554024107315,0.9585014471187562,52.91596221923828
14,11,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.9,0.09999999999999998,0.1,0.9,0.05,0.2,0.03125,0.23529411764705882,238.78447457157748,233.84268541230935,243.7262637308456,4198.710905846107,4078.319615783011,4319.102195909203,108.35528787797085,106.50368379407838,110.20689196186332,0.10494798037081945,0.10326995743243801,0.10668143607550774,0.0033344090637175295,0.00323781801261645,0.0034369403612682387,0.10115132959875701,0.09942290188694189,0.10294091660090447,0.46531117892304896,0.45339440952949167,0.47722794831660625,0.6552876469162013,0.6443649455684994,0.6662103482639032,0.9984993636805741,0.9859743104659954,1.011024416895153,17.754966735839844
