N_A,N_B,r_Z_A,r_Z_B,C_SS1,r_A_SS1,r_B_SS1,p_SS1toACL_A,p_SS1toRef_A,p_SS1toACL_B,p_SS1toRef_B,r_A_ACL,r_B_ACL,r_A_SS2,r_B_SS2,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Uss1,Uss1_low,Uss1_up,Uacl,Uacl_low,Uacl_up,Uss2,Uss2_low,Uss2_up,sim_time_sec
0,25,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,142.25776535437822,139.55163058584597,144.96390012291047,0.0,0.0,0.0,142.25776535437822,139.55163058584597,144.96390012291047,0.1758980283492352,0.1722396364987097,0.17971520216818102,0.0,0.0,0.0,0.1758980283492352,0.1722396364987097,0.17971520216818102,0.2105235162751109,0.20429615833259207,0.21675087421762973,0.9040075573117365,0.8816842662635868,0.9263308483598863,0.7561269862159666,0.7391549792483109,0.7730989931836224,12.712546110153198
7,18,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,203.4892397377103,199.9179745583577,207.0605049170629,435.37507877944824,426.3346772919636,444.4154802669329,167.98334379459698,164.64887147020607,171.31781611898788,0.12293336329392404,0.12109797396432036,0.12482524400347796,0.016079122391584898,0.0156585647380255,0.01652289420156081,0.1072062519968127,0.10579593275925621,0.10865467994082247,0.5100110404500431,0.4980471752639091,0.521974905636177,0.8674413277010404,0.8427449654678082,0.8921376899342727,0.974562357204053,0.9586055202153583,0.9905191941927478,18.619886875152588
6,19,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,192.94978978301017,188.47270446715555,197.4268750988648,408.3393588955565,398.9389782734367,417.73973951767624,164.50822917835947,161.65608374355827,167.36037461316067,0.1304367008642363,0.12791493657164552,0.1330598948444537,0.01463684024952275,0.014227347212615503,0.015070603993754485,0.1151760425309765,0.11312408040886457,0.11730382113368731,0.487545626097991,0.47602732343725757,0.49906392875872446,0.8744724174869304,0.8533874665106818,0.895557368463179,0.9648831210389726,0.9435508880965437,0.9862153539814014,21.061206102371216
5,20,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,181.98552917711848,178.11995063049255,185.8511077237444,380.0474340872836,370.10371329241775,389.99115488214943,161.52134151780982,158.2713852869795,164.77129774864014,0.13666623156871074,0.1347185341011269,0.13867107299232312,0.013176752380633691,0.012884571503679722,0.013482492186529462,0.12393077109914499,0.12136050899891002,0.12661225861453618,0.46523333651363336,0.45392869452925083,0.4765379784980159,0.893476160446525,0.873504513120974,0.913447807772076,0.9471824907697024,0.9223637328259042,0.9720012487135006,22.499117136001587
9,16,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,224.509515919883,219.33798805000313,229.68104378976287,492.3599774948096,480.9348687744484,503.7850862151708,172.6933704577037,169.23092162849935,176.15581928690807,0.11181782817095716,0.10937830716194458,0.11436865141122761,0.018377026607381223,0.017951649277457057,0.01882305246693623,0.09274711845614246,0.09080902799988791,0.09476974036262012,0.5472905273422155,0.5336131562268605,0.5609678984575706,0.8313605596049686,0.8180321845354175,0.8446889346745197,0.9809589877880097,0.9686325604062028,0.9932854151698166,24.130651235580444
8,17,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,214.58890417847596,211.0355063311282,218.1423020258237,464.9702444806067,452.92918357097466,477.01130539023876,170.66688374457783,167.33871547471253,173.99505201444313,0.11732140910287908,0.11467926021932624,0.1200881765282638,0.017187242988517617,0.016800573139450922,0.017592130755593478,0.10048704256104145,0.09816878582400397,0.10291743877920675,0.5291074607408083,0.5173125198761892,0.5409024016054274,0.8531847109273325,0.832807286197432,0.873562135657233,0.9820367957802169,0.9653515621958749,0.9987220293645588,24.23963713645935
10,15,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,237.9893802883024,232.30334102016317,243.67541955644165,518.5477003654172,504.7133500335892,532.3820506972452,176.06372719399602,172.01768697798875,180.1097674100033,0.10424212367947698,0.10158985649868653,0.10703659204480803,0.01928704449574492,0.018790607902833927,0.019810424018904677,0.0852365120716025,0.08338149433200442,0.08717594633349009,0.5747879210229072,0.5586027358153622,0.5909731062304522,0.8216980613333635,0.7999052479578496,0.8434908747088775,0.9883603799980926,0.97365852077316,1.0030622392230253,13.350810050964355
4,21,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,174.5316409288089,170.80448823598144,178.25879362163639,351.39303802980606,343.87711468100775,358.9089613786044,158.7576064480654,155.48081092419346,162.0344019719373,0.14272783109336704,0.1396967377754491,0.14589337702720606,0.011382627450792032,0.011142284576787545,0.011633567464032733,0.13218638258936538,0.12906441847861908,0.13546312627714482,0.43141410031112215,0.4199141895979358,0.4429140110243085,0.89074924860116,0.8671847091700282,0.9143137880322918,0.9364395535691961,0.9102593491155089,0.9626197580228832,30.07865595817566
3,22,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,166.5682972618221,162.31274355810768,170.8238509655365,320.76453467577664,312.60292280156386,328.9261465499894,155.1223306064408,150.8435750091077,159.40108620377393,0.150139736897136,0.1468688644353495,0.15355961710637406,0.009386646495661533,0.009195884325071445,0.009585490778876852,0.1423335337403097,0.13899365990110749,0.14583786678976493,0.3934515052611375,0.38366501413837784,0.4032379963838971,0.8973683872899965,0.8713195758820799,0.923417198697913,0.9092721493582097,0.885473193238886,0.9330711054775334,33.24821400642395
11,14,0.05,0.01,1,0.08333333333333333,1.6666666666666667,0.5,0.5,0.5,0.5,0.05,0.2,0.03125,0.23529411764705882,251.72897199453985,246.39116968386733,257.06677430521233,540.929721089459,524.9045543082336,556.9548878706844,177.14621682191284,173.77807166937103,180.51436197445466,0.09925053655073612,0.09713881376899572,0.10145611410716429,0.020330289300758697,0.019741597477489214,0.020955169686645358,0.07910924279342971,0.07786320151427333,0.08039581334473862,0.5937653310300302,0.5798517141435175,0.6076789479165428,0.8143607079166667,0.7912671745956008,0.8374542412377326,0.9920746193324722,0.9770058498104133,1.0071433888545311,16.801482915878296
