N_read,N_write,r_Z_read,r_Z_write,C_DB_read,r_DB_read,C_DB_write,r_DB_write,R0,R0_low,R0_up,R0_read,R0_read_low,R0_read_up,R0_write,R0_write_low,R0_write_up,X0,X0_low,X0_up,X0_read,X0_read_low,X0_read_up,X0_write,X0_write_low,X0_write_up,U_DBread,U_DBread_low,U_DBread_up,U_DBwrite,U_DBwrite_low,U_DBwrite_up,sim_time_sec
90,10,0.1,0.0022727272727272726,1,0.14285714285714285,1,0.022727272727272728,745.8332829731639,725.4800705295056,766.1864954168223,865.9489664178869,846.5356528430768,885.362279992697,561.748766149658,552.6048847032558,570.8926475960601,0.13970581423602307,0.135832128191483,0.14380692708748097,0.10375202030518904,0.10157744653749082,0.10602173762235213,0.01780092839330874,0.017512221392507705,0.018099314223925328,0.7326850543410984,0.7138855664781216,0.7514845422040752,0.7856079150611848,0.771746239201154,0.7994695909212155,32.055729150772095
90,10,0.1,0.002127659574468085,1,0.14285714285714285,1,0.022727272727272728,691.7454993237378,672.1222195250424,711.3687791224332,800.2616977866292,785.7814524323827,814.7419431408756,588.3202160311633,578.971416778279,597.6690152840476,0.147858945760056,0.14379891128352537,0.15215490427329384,0.11185198016063264,0.10866635628333628,0.11523002210815125,0.01696354206042116,0.01671576287302595,0.01721877747644499,0.794686283937699,0.7744336348875756,0.8149389329878225,0.7486397192650934,0.7345288911395086,0.7627505473906783,32.52171015739441
90,10,0.1,0.0024390243902439024,1,0.14285714285714285,1,0.022727272727272728,799.6200452195117,775.2839521812963,823.956138257727,954.9588039058661,925.9844931772559,983.9331146344764,535.1661580806589,520.9240637472542,549.4082524140636,0.129790965575915,0.126296802115918,0.13348397131517908,0.09381699084083317,0.09142652734645469,0.09633581391156151,0.018717586767878918,0.018458956352881736,0.018983567566796686,0.6586616337169389,0.6433128255001986,0.6740104419336791,0.8123364897590221,0.7919569113912198,0.8327160681268243,39.995673179626465
90,10,0.1,0.002857142857142857,1,0.14285714285714285,1,0.022727272727272728,948.4096125730366,915.3484759510155,981.4707491950577,1250.5325514246413,1196.4762803248193,1304.5888225244632,498.44946722458735,491.86533811110405,505.03359633807065,0.11170014416437779,0.10826532484557284,0.11536005032586373,0.0718933462033947,0.06861056472944775,0.07550605328230335,0.020088229344343716,0.019767094653463043,0.020419970607477488,0.5017230569906376,0.48185472382953476,0.5215913901517404,0.8808142116341019,0.8579471474495148,0.903681275818689,42.3484992980957
90,10,0.1,0.002631578947368421,1,0.14285714285714285,1,0.022727272727272728,857.7738268559124,831.4253961266055,884.1222575852192,1067.9230600648514,1027.93337105459,1107.9127490751127,513.7066367208213,501.0208296382696,526.392443803373,0.12219200048598569,0.11908046202924448,0.1254705090459154,0.0845662696439358,0.0816252595917799,0.08772713411873642,0.019279474969788275,0.01896429573543525,0.019605307572064825,0.5916069536439441,0.5749039871228125,0.6083099201650757,0.8499158985074038,0.8286413026271149,0.8711904943876927,42.76289200782776
90,10,0.1,0.003125,1,0.14285714285714285,1,0.022727272727272728,1156.8162471157525,1107.5760909883347,1206.0564032431703,1714.9783295694715,1602.0749599992632,1827.8816991396798,484.23743344352977,472.9960586716714,495.47880821538814,0.09498933908491952,0.09071775908794154,0.09968306372408885,0.0523169440431837,0.04940208715124086,0.05559733747723133,0.020615420930158973,0.020142642222951375,0.02111092676059343,0.36449350116192986,0.3466578184878254,0.3823291838360343,0.9111116135081945,0.8873010453335222,0.9349221816828668,48.348660945892334
90,10,0.1,0.0034482758620689655,1,0.14285714285714285,1,0.022727272727272728,1329.473931481994,1254.2976610763462,1404.6502018876417,2286.3812532426305,2105.3001853049295,2467.4623211803314,470.34890080466647,462.11597271146076,478.5818288978722,0.08349772987697329,0.07987566122008466,0.08746389724224322,0.04019180814638155,0.03778469731988857,0.04292648131419487,0.021564782134575224,0.020944155277123795,0.02222331360073792,0.2796610896978117,0.26187183110261714,0.2974503482930063,0.9351965283808792,0.9087134126159973,0.9616796441457611,54.02254509925842
90,10,0.1,0.0022222222222222222,1,0.14285714285714285,1,0.022727272727272728,720.6909173921057,703.9073027034245,737.4745320807868,836.2867474596821,814.19877419171,858.3747207276543,568.768242180313,559.540623898067,577.995860462559,0.14138443273086815,0.1381021824962972,0.14482649860132635,0.10750926325065874,0.10482997023199656,0.11032910572578435,0.017562404037118458,0.017221294489417973,0.01791729965694246,0.765146375051169,0.7453135494737173,0.7849792006286207,0.7649148277821793,0.7516330278119717,0.778196627752387,24.29286289215088
90,10,0.1,0.0020833333333333333,1,0.14285714285714285,1,0.022727272727272728,688.3286320815783,667.9658180420664,708.6914461210903,792.4138578501166,770.8349378324882,813.9927778677451,591.0342923977033,582.3196002079028,599.7489845875039,0.14709306016857748,0.14288149634382483,0.1515604439757553,0.1148480391293161,0.11247174329810777,0.11732691471304536,0.01692012999675808,0.016685508271646457,0.01716144404860099,0.7978249846462652,0.7769355187301314,0.8187144505623989,0.7436048368675294,0.7316666910735855,0.7555429826614734,26.054285049438477
90,10,0.1,0.0038461538461538464,1,0.14285714285714285,1,0.022727272727272728,1712.1707880151494,1535.6450458956215,1888.6965301346772,3152.110758411275,2819.542295948404,3484.6792208741463,457.0676128398341,450.6237699802885,463.5114556993797,0.07013463257409938,0.06618727276242695,0.07458268876351691,0.02855198769356907,0.025864823770571133,0.03186223867510089,0.021869243853601724,0.021262538511549495,0.0225115896241038,0.2002145364906437,0.18047786631202092,0.21995120666926646,0.9583241796368861,0.9303622900009954,0.9862860692727768,64.31556129455566
90,10,0.1,0.0020408163265306124,1,0.14285714285714285,1,0.022727272727272728,676.3259096961149,656.1042746190302,696.5475447731995,764.7403658706513,744.347439978352,785.1332917629506,601.0592268306384,583.9734766354665,618.1449770258104,0.15034164692327648,0.14718897717460938,0.1536323280764538,0.11755091967492487,0.11454739926986861,0.12071619050349873,0.016628688635247853,0.0163803723795913,0.016884649417101143,0.8148452443092609,0.7936253567277602,0.8360651318907615,0.732657692030518,0.7132826534002082,0.7520327306608278,15.936974048614502
90,10,0.1,0.002380952380952381,1,0.14285714285714285,1,0.022727272727272728,758.2456782919182,737.3595435299293,779.1318130539072,906.2805419317696,880.8593286688349,931.7017551947042,550.3675513141736,540.6868968132343,560.048205815113,0.13649513284769985,0.13262462802305441,0.14059834179436426,0.09977316408180478,0.09673722517425615,0.10300583294723539,0.018172448530588158,0.017872081302697275,0.01848308458839589,0.6937177130629433,0.6787418371910254,0.7086935889348611,0.811169438190273,0.7876033860135035,0.8347354903670424,37.2888400554657
90,10,0.1,0.002564102564102564,1,0.14285714285714285,1,0.022727272727272728,816.8839869497048,794.1676768594853,839.6002970399243,1024.7073917118119,990.2581681679403,1059.1566152556834,524.8892888856869,515.1804556380553,534.5981221333186,0.1270354833667903,0.12305576615930136,0.1312812179504183,0.08846605344935424,0.08534945109888431,0.09181889254362643,0.019049736684611063,0.018725129322520483,0.01938579697610767,0.6150719834625504,0.598129634330329,0.6320143325947719,0.8419856895199823,0.8293024688139183,0.8546689102260463,38.86543297767639
90,10,0.1,0.002173913043478261,1,0.14285714285714285,1,0.022727272727272728,709.2630604057432,689.0401001959077,729.4860206155787,820.540576020597,802.6179364835234,838.4632155576705,577.2812513613568,560.9561201456931,593.6063825770204,0.14604259403294187,0.14228088570621406,0.15000861269132296,0.11107804622223565,0.10803788617211102,0.11429425909696402,0.017401143490499503,0.017105536789381624,0.017707146822809418,0.7773524155798459,0.758262485578796,0.7964423455808958,0.7634019779724267,0.7475013561341791,0.7793025998106743,26.86464285850525
90,10,0.1,0.002777777777777778,1,0.14285714285714285,1,0.022727272727272728,942.9303078083591,911.0658962867433,974.7947193299749,1223.5362863248101,1169.3418151409944,1277.7307575086259,499.97894562690124,490.66736762678426,509.2905236270182,0.1122850196148044,0.1084382116140903,0.11641479411722183,0.07355055656644528,0.07040484816526113,0.07699051438503175,0.019950040270620018,0.01968168801836769,0.02022581143656719,0.5192143889000734,0.5003141876869313,0.5381145901132156,0.86452992153612,0.8413530270731324,0.8877068159991075,43.45507216453552
90,10,0.1,0.004347826086956522,1,0.14285714285714285,1,0.022727272727272728,2259.859527521429,1891.6454932837207,2628.073561759137,5408.926176054567,4666.062565839886,6151.789786269248,452.57230018697715,443.5703553798744,461.5742449940799,0.06123660298281712,0.057280785911591525,0.0657793304279745,0.01577623590326644,Infinity,Infinity,0.022016182752332074,0.021700363604093907,0.022341330295159126,0.11697225990298231,0.09581314381302014,0.13813137599294448,0.9755727019898579,0.9478232681791413,1.0033221358005744,89.56980490684509
90,10,0.1,0.0030303030303030303,1,0.14285714285714285,1,0.022727272727272728,1061.5198283101095,1009.6523548070562,1113.3873018131628,1485.625823600075,1402.9222038738947,1568.3294433262552,489.5381124345403,483.28137930716514,495.7948455619155,0.1014058480470026,0.0973194332142079,0.10585047902415448,0.06057962146007179,0.057313063779161844,0.06424103904416638,0.020407726713894826,0.01986801834569436,0.020977575857263408,0.4340097072169414,0.4181413131604851,0.44987810127339767,0.8939977880633043,0.8687032984454481,0.9192922776811605,45.68046808242798
90,10,0.1,0.0018867924528301887,1,0.14285714285714285,1,0.022727272727272728,651.9610682090489,639.6493641509745,664.2727722671233,725.5342094520968,705.2972190138961,745.7711998902975,634.1017140193485,617.1334707754277,651.0699572632693,0.15589979763341724,0.1528527057765202,0.15907084704492702,0.12443571184520465,0.12104264458365693,0.128024494309534,0.015805295457585862,0.015401499054219305,0.01623083539583474,0.8767748591945232,0.8529295494887703,0.9006201689002762,0.7021554332320122,0.6825275750262061,0.7217832914378184,13.335446119308472
90,10,0.1,0.002,1,0.14285714285714285,1,0.022727272727272728,658.8926552206057,639.314976711576,678.4703337296353,760.5327119519719,739.5040084352116,781.5614154687322,608.8733874343865,591.415740693964,626.3310341748089,0.15376477254058796,0.14933547045938028,0.1584648528384329,0.11863968608344198,0.11627606582115801,0.12110139397288328,0.016530047773736723,0.01628281384143829,0.01678490533020417,0.8532230777586124,0.830978924318554,0.8754672311986708,0.7266608827034722,0.7134524102835755,0.7398693551233688,23.440258026123047
90,10,0.1,0.0033333333333333335,1,0.14285714285714285,1,0.022727272727272728,1340.3251144462538,1239.3487233501023,1441.3015055424053,2017.792670434876,1877.4762615363504,2158.1090793334015,471.6361253058308,463.75214537713435,479.5201052345272,0.0831611473133961,0.07836155878960888,0.08858703907279346,0.04459404837299731,0.04160123970113823,0.048050843977636044,0.021378554919782487,0.02077271669368904,0.022020793420393956,0.30834812773633374,0.2869877187991256,0.3297085366735419,0.9281260017177514,0.9058756406091574,0.9503763628263454,51.68578815460205
90,10,0.1,0.001851851851851852,1,0.14285714285714285,1,0.022727272727272728,647.2898663289205,633.0840625686662,661.4956700891748,714.8321466461034,695.885239040438,733.7790542517688,642.2836571507361,631.6688105877437,652.8985037137285,0.1566806760162088,0.15364301678358522,0.15984087237186162,0.1255131444369238,0.12262005863735553,0.12854604744301246,0.015446695966805136,0.015018989907724059,0.015899476237980534,0.8942971487360348,0.8674873820407923,0.9211069154312773,0.6784271783901028,0.6613896091920921,0.6954647475881135,16.644901037216187
90,10,0.1,0.002325581395348837,1,0.14285714285714285,1,0.022727272727272728,756.2038562046197,738.1551271221033,774.2525852871361,887.6853142522133,864.3605795519451,911.0100489524815,551.2089931891535,538.5404842408615,563.8775021374455,0.13719831923647913,0.13377204721510513,0.14080471738694325,0.10251298263712826,0.10013401610123436,0.105007738215206,0.018140738168665755,0.0177416015253751,0.018558247063086855,0.7131597692062532,0.6925697064968478,0.7337498319156587,0.7950648293615435,0.7797044916833331,0.810425167039754,37.36538290977478
90,10,0.1,0.00196078431372549,1,0.14285714285714285,1,0.022727272727272728,670.9639279173213,657.2058091546287,684.7220466800138,749.3763099749548,731.0564604844394,767.6961594654701,614.1305565534603,604.1569826688356,624.1041304380851,0.15208980040431008,0.14885506870530893,0.15546824127717573,0.11940388155265481,0.11671390716841956,0.12222077599676096,0.016101293887437786,0.015642415387059065,0.016587908939541096,0.8398600650433087,0.8186928135481113,0.8610273165385061,0.7139614247948038,0.7002599620059374,0.7276628875836703,17.451688051223755
90,10,0.1,0.003703703703703704,1,0.14285714285714285,1,0.022727272727272728,1520.0725836707468,1386.687344608527,1653.4578227329666,2646.700827381826,2378.981476402842,2914.42017836081,460.77428104292807,454.10901400712254,467.4395480787336,0.0773788595023479,0.07303712413152912,0.08226941383671842,0.03354310957896829,0.030692718242115474,0.03697712532342549,0.021703487617281875,0.021364471297394588,0.02205343659620298,0.23496590233819306,0.21639634971851024,0.2535354549578759,0.9503822820120967,0.9266101941079583,0.9741543699162352,58.939817905426025
90,10,0.1,0.0025,1,0.14285714285714285,1,0.022727272727272728,815.3922077153833,794.8150946829636,835.969320747803,992.1255264709462,957.4683615708868,1026.7826913710055,535.174505444373,526.6129417817768,543.7360691069692,0.12792493868764324,0.12497392190348532,0.13101869096972862,0.09079304338221177,0.08794124306400132,0.09383600172878637,0.01867900104982932,0.018400620541076725,0.018965934111413695,0.6365335551201948,0.6218364351753728,0.6512306750650169,0.8306500210471616,0.8073149953271389,0.8539850467671842,41.794766664505005
90,10,0.1,0.0017857142857142857,1,0.14285714285714285,1,0.022727272727272728,633.9899338790553,619.6185773225417,648.361290435569,692.1834477779137,675.3451871248849,709.0217084309425,655.7778624672028,643.1408484395661,668.4148764948395,0.1598935132431372,0.15586895230268297,0.16413141220178387,0.1294893271096602,0.12653312085345733,0.1325869700647432,0.015314192837576103,0.01489848437795646,0.015753765993352584,0.9056743125639637,0.880484226189859,0.9308643989380684,0.6648867113332934,0.6467207046491668,0.68305271801742,13.658576011657715
90,10,0.1,0.002702702702702703,1,0.14285714285714285,1,0.022727272727272728,888.9566797673278,862.0965587224562,915.8168008121995,1158.4033772152761,1115.3657886155036,1201.4409658150487,511.0623421924501,498.55846593756445,523.5662184473357,0.11705409347422258,0.11406156468689296,0.12020787743893745,0.07779634790231127,0.07518573159521202,0.08059477837893231,0.019504985560031524,0.019204280254751474,0.01981525769918985,0.5424621259005505,0.5243106356796532,0.5606136161214479,0.8666799231461303,0.845518262186242,0.8878415841060185,43.306817054748535
